"Id rejestru"|"Typ praktyki"|"Numer uchwały wykr."|"Data uchwały wykr."|"Numer ksiegi"|"Nazwa"|"Izba kod"|"Izba opis"|"Numer wpisu do rejestru przedsiebiorcow"|"Forma organizacyjno - prawna kod"|"Forma organizacyjno - prawna opis"|"Data rozp. dzialalnosci"|"Data rozp. dzialalnosci art. 104"|"Data zak. dzialalnosci"
"42304"|"Grupowa"|""|""|"000000135857"|"Grupowa praktyka pielęgniarek,,Usługi Pielęgniarskie""|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"42401"|"Grupowa"|""|""|"000000135912"|"REMEDsc Grupowa Praktyka Środowiskowo-Rodzinna Pielęgniarsko- Położnicza"|"04"|"Okręgowa Izba Pielęgniarek i Położnych w Bydgoszczy"|""|"0800"|"spółka cywilna"|"2000-12-15"|""|""
"42510"|"Grupowa"|""|""|"000000135982"|"Usługi Pielęgniarskie "DIL" Danuta Nosek, Lidia Jeleń s.c."|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"0800 - spółka cywilna"|"2001-01-01"|""|""
"42584"|"Grupowa"|""|""|"000000136021"|""MEDYK" s.c. Pielegniarki Środowiskowe"|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"0800 - spółka cywilna"|"2001-01-01"|""|""
"42596"|"Grupowa"|""|""|"000000016027"|"Pielęgniarski Ośrodek Medycyny Szkolnej "ESTERA""|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"spółka cywilna"|"2006-06-01"|""|""
"42608"|"Grupowa"|""|""|"000000136034"|"Grupowa Praktyka Pielęgniarska CENTYL"|"34"|"Okręgowa Izba Pielęgniarek i Położnych w Słupsku"|""|"0800"|"spółka cywilna"|"2005-03-01"|""|""
"42616"|"Grupowa"|""|""|"000000136039"|"Grupowa Praktyka Pielęgniarska "LIFE-MED"s.c."|"07"|"Okręgowa Izba Pielęgniarek i Położnych w Częstochowie"|""|"0800"|"spółka cywilna"|"2009-06-01"|""|""
"42629"|"Grupowa"|""|""|"000000136049"|"Grupowa Praktyka Położnych "PROMOCJA" s.c."|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"0800 - spółka cywilna"|"2004-01-01"|""|""
"42705"|"Grupowa"|""|""|"000000136091"|"Grupowa Praktyka Położnych Środowiskowo-Rodzinnych "MATKA i DZIECKO" s.c."|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"0800 - spółka cywilna"|"2005-02-01"|""|""
"42811"|"Grupowa"|""|""|"000000136156"|"Grupowa Praktyka Pielęgniarska "Nasze Zdrowie""|"12"|"Okręgowa Izba Pielęgniarek i Położnych w Kaliszu"|""|"0800"|"spółka cywilna"|"1999-10-01"|""|""
"42822"|"Grupowa"|""|""|"000000136162"|"Grupowa Praktyka Położnych Teresa Kuflińska, Maria Papciak"|"12"|"Okręgowa Izba Pielęgniarek i Położnych w Kaliszu"|""|"0800"|"spółka cywilna"|"1999-10-01"|""|""
"138527"|"Grupowa"|""|""|"000000138284"|"WESTA SPÓŁKA PARTNERSKA PRAKTYKA PIELĘGNIARSKA ADAMIAK  I PARTNERZY "|"08"|"Okręgowa Izba Pielęgniarek i Położnych w Elblągu"|""|"1000"|"spółka partnerska"|"2004-12-10"|""|""
"138729"|"Grupowa"|""|""|"000000138544"|"LEG-VIT s.c. Grupowa Praktyka Pielęgniarska"|"43"|"Okręgowa Izba Pielęgniarek i Położnych we Wrocławiu"|""|"0800"|"0800 - spółka cywilna"|"2012-09-01"|""|""
"138858"|"Grupowa"|""|""|"000000138705"|"PRO-MED s.c. Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych Irena Nalepa, Barbara Cichańska"|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"spółka cywilna"|"2002-01-01"|""|""
"138895"|"Grupowa"|""|""|"000000138735"|"Praktyka Pielęgniarska "Med - Szkol""|"37"|"Okręgowa Izba Pielęgniarek i Położnych w Nowym Sączu"|""|"0800"|"0800 - spółka cywilna"|"2007-01-01"|""|""
"139047"|"Grupowa"|""|""|"000000138925"|"Pielęgniarski Ośrodek Medycyny Szkolnej "VENA" s.c."|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"0800 - spółka cywilna"|"2006-06-01"|""|""
"139477"|"Grupowa"|""|""|"000000139343"|"Grupowa Praktyka Położnicza "Zdrowe Życie" S.C. Bogusława Jęczmienny, Małgorzata Sobkiewicz"|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"139723"|"Grupowa"|""|""|"000000139623"|"Zespół Pielęgniarek Środowiskowych MEDA s.c."|"19"|"Okręgowa Izba Pielęgniarek i Położnych w Lesznie"|""|"0800"|"0800 - spółka cywilna"|"2002-02-01"|""|""
"139737"|"Grupowa"|""|""|"000000139637"|""Medim" sp.j., Imalska Dorota, Madajczak Iwona"|"19"|"Okręgowa Izba Pielęgniarek i Położnych w Lesznie"|"0000388331"|"0900"|"0900 - spółka jawna"|"2010-05-01"|""|""
"139747"|"Grupowa"|""|""|"000000139646"|"Pielęgniarki Środowiskowo-Rodzinne "Zdrowie" s.j."|"19"|"Okręgowa Izba Pielęgniarek i Położnych w Lesznie"|"0000387211"|"0900"|"spółka jawna"|"2000-01-01"|""|""
"140181"|"Grupowa"|""|""|"000000140097"|"Higiena Szkolna s.c. Jabłońska-Ratajczak"|"19"|"Okręgowa Izba Pielęgniarek i Położnych w Lesznie"|""|"0800"|"spółka cywilna"|"2002-01-01"|""|""
"140498"|"Grupowa"|""|""|"000000140403"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "POMOCNA DŁOŃ""|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|"000000140403"|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"140536"|"Grupowa"|""|""|"000000140446"|"Zespół Pielęgniarek Środowiskowo-Rodzinnych i Medycyny Szkolnej "Bratek" w Skulsku"|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"140693"|"Grupowa"|""|""|"000000140594"|"Pielegniarsko-Położniczy Ośrodek Medycyny Środowiskowo-Rodzinnej ''VENA'' Helena Pawlicka Renata Kot"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|"0000419626"|"0900"|"spółka jawna"|"2000-01-01"|""|""
"141159"|"Grupowa"|""|""|"000000140989"|"Grupowa Praktyka Pielęgniarek Medycyny Szkolnej "VIGEO" s.c."|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2001-01-01"|""|""
"141197"|"Grupowa"|""|""|"000000141013"|"Grupowa Praktyka Pielęgniarek S.C."|"41"|"Okręgowa Izba Pielęgniarek i Położnych w Warszawie"|""|"1000"|"1000 - spółka partnerska"|"2006-01-01"|""|""
"141215"|"Grupowa"|""|""|"000000140948"|""IZOMED" s.c."|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2004-12-15"|""|""
"141255"|"Grupowa"|""|""|"000000141051"|""MEDICUS" s.c. Praktyka Pielęgniarska"|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"spółka cywilna"|"2000-02-16"|""|""
"141404"|"Grupowa"|""|""|"000000141202"|"Praktyka Pielęgniarska s.c A. Bilińska, B.Dziasek, A. Węglorz"|"03"|"Okręgowa Izba Pielęgniarek i Położnych w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"2008-01-01"|""|""
"141442"|"Grupowa"|""|""|"000000140927"|"MEDICOR H. CZARNECKA Sp. p. pielęgniarek"|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|"0000186203"|"1000"|"spółka partnerska"|"2004-03-17"|""|""
"141444"|"Grupowa"|""|""|"000000140945"|"Pielęgniarki Szkolne s.c. SAN-VIT"|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2004-04-21"|""|""
"141465"|"Grupowa"|""|""|"000000141265"|"Pielęgniarska Opieka Środowiskowa Gabriela Miękina, Maria Salachna, Dorota Zoń - Spółka partnerska"|"03"|"Okręgowa Izba Pielęgniarek i Położnych w Bielsku-Białej"|""|"1000"|"1000 - spółka partnerska"|"2002-07-01"|""|""
"141478"|"Grupowa"|""|""|"000000141312"|"VITAMED s.c."|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2009-01-28"|""|""
"141533"|"Grupowa"|""|""|"000000141367"|"s.c. SZKOL-MED"|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2004-10-20"|""|""
"141593"|"Grupowa"|""|""|"000000141429"|"Grupowa Praktyka Pielęgniarska Ewa Ratajczak i Anita Stachowiak Profilaktyka RS"|"12"|"Okręgowa Izba Pielęgniarek i Położnych w Kaliszu"|""|"0800"|"spółka cywilna"|"2009-10-01"|""|""
"141681"|"Grupowa"|""|""|"000000141506"|""Med-in" Pielegniarstwo środowiskowo-rodzinne"|"14"|"Okręgowa Izba Pielęgniarek i Położnych w Kielcach"|""|"0800"|"0800 - spółka cywilna"|"2000-01-01"|""|""
"143651"|"Grupowa"|""|""|"000000142045"|"USŁUGI PIELĘGNIARSKIE SALUS AEGROTI"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2008-01-01"|""|""
"143678"|"Grupowa"|""|""|"000000142070"|"DUTOWSKA I WOŹNIAK - PIELĘGNIARKI, OPIEKA DŁUGOTERMINOWA SPÓŁKA PARTNERSKA"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"1000"|"1000 - spółka partnerska"|"2012-06-01"|""|""
"143683"|"Grupowa"|""|""|"000000142075"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ WIGOR"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"1999-10-11"|""|""
"143727"|"Grupowa"|""|""|"000000142035"|"GRUPOWA PRAKTYKA PIELĘGNIAREK "GAUDIUM""|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"spółka cywilna"|"2006-11-01"|""|""
"143751"|"Grupowa"|""|""|"000000142144"|"PORADNIA PIELĘGNIAREK ŚRODOWISKOWO-SZKOLNYCH ''SZKOLMED''"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"1999-01-01"|""|""
"143759"|"Grupowa"|""|""|"000000142146"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY SZKOLNEJ ''SZKOLMED''"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2006-06-21"|""|""
"143766"|"Grupowa"|""|""|"000000142148"|"''VALEO'' PRYWATNA PRAKTYKA PIELĘGNIARSKA"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"2009-05-01"|""|""
"143769"|"Grupowa"|""|""|"000000142151"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ ''DAR'' s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"2000-01-01"|""|""
"143842"|"Grupowa"|""|""|"000000142227"|"S.C. "ZDROWY UCZEŃ" - Liszka Barbara, Lebioda Maria, Szymczak Władysława"|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2000-07-19"|""|""
"143872"|"Grupowa"|""|""|"000000142259"|"Grupowa Praktyka Pielęgniarska "Prima" s.c."|"43"|"Okręgowa Izba Pielęgniarek i Położnych we Wrocławiu"|""|"0800"|"0800 - spółka cywilna"|"2009-01-01"|""|""
"143880"|"Grupowa"|""|""|"000000142164"|"PULS s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2006-01-01"|""|""
"143900"|"Grupowa"|""|""|"000000142286"|"ESCULAP S.C."|"43"|"Okręgowa Izba Pielęgniarek i Położnych we Wrocławiu"|""|"0800"|"spółka cywilna"|"2009-01-01"|""|""
"143902"|"Grupowa"|""|""|"000000142078"|"Grupowa Praktyka Pielęgniarska ,,Panaceum" s.c. w Mirsku"|"11"|"Okręgowa Izba Pielęgniarek i Położnych w Jeleniej Górze"|""|"0800"|"spółka cywilna"|"2009-06-01"|""|""
"143905"|"Grupowa"|""|""|"000000142289"|"VITA-MEDICA"|"43"|"Okręgowa Izba Pielęgniarek i Położnych we Wrocławiu"|""|"0800"|"0800 - spółka cywilna"|"2009-06-01"|""|""
"143906"|"Grupowa"|""|""|"000000142292"|"''LONGVITA'' s.c PIELEGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO - RODZINNEJ"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"1999-09-01"|""|""
"143917"|"Grupowa"|""|""|"000000142303"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ ''MELISA''"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"143930"|"Grupowa"|""|""|"000000142245"|"GRUPOWA PRAKTYKA PIELĘGNIAREK "MED-SZKOL""|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"spółka cywilna"|"1999-11-17"|""|""
"143941"|"Grupowa"|""|""|"000000142329"|"RE-MED"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"spółka cywilna"|"2005-01-01"|""|""
"143944"|"Grupowa"|""|""|"000000142334"|"PIELĘGNIARKI ŚRODOWISKOWE/RODZINNE "RODZINA" G. KOŁEK SPÓŁKA JAWNA"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|"0000530275"|"0900"|"0900 - spółka jawna"|"2001-01-01"|""|""
"143988"|"Grupowa"|""|""|"000000142379"|"GRUPOWA PRAKTYKA PIELĘGNIARSKA MAŁGORZATA OWCZARCZAK, BEATA RATAJSKA, MAŁGORZATA LICZBAŃSKA"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"2004-04-01"|""|""
"144004"|"Grupowa"|""|""|"000000142397"|"Grupowa Praktyka Pielęgniarska "IGŁA""|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|""|"0800"|"spółka cywilna"|"2004-09-01"|""|""
"144014"|"Grupowa"|""|""|"000000142406"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY SZKOLNEJ ''SZKOLMED'' s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"1998-09-01"|""|""
"144015"|"Grupowa"|""|""|"000000142407"|"Spółka Usług Medycznych "PRO-MED" Spółka Cywilna"|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"0800 - spółka cywilna"|"2001-01-03"|""|""
"144063"|"Grupowa"|""|""|"000000142457"|"OŚRODEK PIELĘGNIARSTWA ŚRODOWISKOWO-RODZINNEGO ''ZDROWIE''"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2009-01-01"|""|""
"144088"|"Grupowa"|""|""|"000000142483"|"Grupowa Praktyka Pielęgniarek "Jędrzejcza&amp;Podlewska"s.c."|"36"|"Okręgowa Izba Pielęgniarek i Położnych w Szczecinie"|""|"0800"|"0800 - spółka cywilna"|"2011-01-01"|""|""
"144126"|"Grupowa"|""|""|"000000142533"|"Puls s.c"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"0800 - spółka cywilna"|"2010-10-19"|""|""
"144129"|"Grupowa"|""|""|"000000142535"|"''ALKE'' PIELEGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ SPÓŁKA CYWILNA"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2006-01-01"|""|""
"144135"|"Grupowa"|""|""|"000000142543"|"DUO-MED"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"0800 - spółka cywilna"|"2010-11-04"|""|""
"144141"|"Grupowa"|""|""|"000000142547"|"Zdrowie Dziecka"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"0800 - spółka cywilna"|"2010-10-11"|""|""
"144156"|"Grupowa"|""|""|"000000142559"|"OTUCHA"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"144167"|"Grupowa"|""|""|"000000142571"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ ''VENA'' SPÓŁOKA PARTNERSKA GRAŻYNA SIKORA, HA"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"1000"|"spółka partnerska"|"2006-09-20"|""|""
"144169"|"Grupowa"|""|""|"000000142574"|"Szeliga Spółka Partnerska Pielęgniarek i Położnych"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|"0000084830"|"1000"|"spółka partnerska"|"2002-03-01"|""|""
"144224"|"Grupowa"|""|""|"000000142638"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO - RODZINNEJ ''SERDUSZKO''s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2006-01-01"|""|""
"144232"|"Grupowa"|""|""|"000000142646"|"Usługi i Zabiegi Pielęgniarskie"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"0800 - spółka cywilna"|"2004-11-19"|""|""
"144240"|"Grupowa"|""|""|"000000142654"|"Grupowa Praktyka Pielęgniarek Rodzinnych s.c"|"10"|"Okręgowa Izba Pielęgniarek i Położnych w Gorzowie Wielkopolskim"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"144242"|"Grupowa"|""|""|"000000142656"|"GRUPOWA PRAKTYKA PIELĘGNIAREK ŚRODOWISKOWO-RODZINNYCH s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2005-01-01"|""|""
"144247"|"Grupowa"|""|""|"000000142662"|"Zabiegi i Usługi Pielęgniarskie"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"spółka cywilna"|"1999-01-01"|""|""
"144275"|"Grupowa"|""|""|"000000142682"|"Usługi Pielęgniarskie"|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"144281"|"Grupowa"|""|""|"000000142689"|"Praktyka Pielęgniarek i Położnych 'Puls""|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"spółka cywilna"|"2008-09-01"|""|""
"144291"|"Grupowa"|""|""|"000000142699"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ ''PULS''"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"144304"|"Grupowa"|""|""|"000000142712"|"GRUPOWA PRAKTYKA PIELĘGNIAREK I POŁOŻNYCH ''PULS''s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"2006-11-01"|""|""
"144386"|"Grupowa"|""|""|"000000142719"|"Grupowa Praktyka Pielęgniarek "MEDUS""|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"spółka cywilna"|"1999-11-17"|""|""
"144469"|"Grupowa"|""|""|"000000142900"|"Zespół Praktyk Pielęgniarsko-Położniczych "Opieka" s.c."|"19"|"Okręgowa Izba Pielęgniarek i Położnych w Lesznie"|""|"0800"|"spółka cywilna"|"1999-10-24"|""|""
"144486"|"Grupowa"|""|""|"000000142915"|"Grupowa Praktyka Pielęgniarska s.c. ,,Senior""|"11"|"Okręgowa Izba Pielęgniarek i Położnych w Jeleniej Górze"|""|"0800"|"0800 - spółka cywilna"|"2005-10-01"|""|""
"144543"|"Grupowa"|""|""|"000000142976"|"Grupowa Praktyka Pielęgniarska s.c, Gizela Pezda, Karina Pudełko"|"03"|"Okręgowa Izba Pielęgniarek i Położnych w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"2014-01-01"|""|""
"144772"|"Grupowa"|""|""|"000000143205"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "MEDDOM" s.c."|"39"|"Okręgowa Izba Pielęgniarek i Położnych w Toruniu"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"144861"|"Grupowa"|""|""|"000000143300"|"OP-MEDICUS"|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"0800 - spółka cywilna"|"2013-02-01"|""|""
"145035"|"Grupowa"|""|""|"000000143461"|"POŁOŻNICZY OŚRODEK MEDYCYNY ŚRODOWISKOWO - RODZINNEJ ''PRO-FAMILIA''"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"145051"|"Grupowa"|""|""|"000000143479"|"POŁOŻNICZY OŚRODEK MEDYCYNY ŚRODOWISKOWO - RODZINNEJ ''NOWE ŻYCIE''s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"2000-01-01"|""|""
"145089"|"Grupowa"|""|""|"000000143510"|"OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ ''POŁOŻNA''s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"145194"|"Grupowa"|""|""|"000000143571"|"GRUPOWA PRAKTYKA PIELĘGNIAREK I POŁOŻNYCH ''NATURA''s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"145213"|"Grupowa"|""|""|"000000143647"|"PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ ''OFFICIUM''s.c"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"2006-01-01"|""|""
"145292"|"Grupowa"|""|""|"000000143759"|"Usługi Pielęgniarskie NIkliborc i Rabska Spółka Cywilna"|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"0800 - spółka cywilna"|"2012-11-01"|""|""
"145315"|"Grupowa"|""|""|"000000143783"|"J-B MED. PIELĘGNIARKI I POŁOŻNA. B. GŁUCHY, J. KONRADY, M. KARPISIAK. SPÓŁKA PARTNERSKA"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|"000000143783"|"1000"|"spółka partnerska"|"2014-01-09"|""|""
"145323"|"Grupowa"|""|""|"000000143791"|"PULS BARBARA JAKUBOWSKA, DOROTA WASINIEWSKA sp.j"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0900"|"spółka jawna"|"2005-02-08"|""|""
"145343"|"Grupowa"|""|""|"000000143801"|"''PRAKTYKA POŁOŻNICZA JUNONA'' Jaszczyńska, Panowska, Grzelak, Matela Spółka Partnerska"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"1000"|"spółka partnerska"|"2010-06-02"|""|""
"145467"|"Grupowa"|""|""|"000000143917"|"Domowa Opieka Długoterminowa "MOTYLEK""|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"145555"|"Grupowa"|""|""|"000000144011"|"Usługi Pielęgniarskie "|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|""|"0800"|"0800 - spółka cywilna"|"2008-01-01"|""|""
"145850"|"Grupowa"|""|""|"000000144307"|"GRUPOWA PRAKTYKA PIELĘGNIARSKAŚRODOWISKOWO RODZINNA  "OKSYWIE"  S.C.  "|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2001-03-01"|""|""
"145886"|"Grupowa"|""|""|"000000144328"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "Pomocna Dłoń" s.c. "|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"145910"|"Grupowa"|""|""|"000000144378"|"Grupowa Praktyka Położnych Środowiskowo-Rodzinnych "Matka i Dziecko" S.C"|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"145955"|"Grupowa"|""|""|"000000144419"|"s.c. "Zdrowy Uczeń" Liszka Barbara, Lebioda Maria, Szymczak Władysława"|"03"|"Okręgowa Izba Pielęgniarek i Położnych w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"2001-01-01"|""|""
"145991"|"Grupowa"|""|""|"000000144156"|"Pielęgniarski Ośrodek Medycyny Środowiskowo-Rodzinnej "VITA" Skórczewska i Partnerzy-Pielęgniarki"|"04"|"Okręgowa Izba Pielęgniarek i Położnych w Bydgoszczy"|""|"1000"|"spółka partnerska"|"2001-01-01"|""|""
"146102"|"Grupowa"|""|""|"000000144589"|"Grupowa Praktyka Pielegniarek "Pel - Pol""|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2000-04-01"|""|""
"146112"|"Grupowa"|""|""|"000000142607"|"GRUPOWA PRAKTYKA PIELĘGNIARSKA "VITA-MED" s.c."|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"146182"|"Grupowa"|""|""|"000000144679"|"PROFMEDIS S.C."|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2011-10-19"|""|""
"146261"|"Grupowa"|""|""|"000000144765"|"Grupowa Praktyka Pielęgniarek "ŻAK" s.c."|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"146520"|"Grupowa"|""|""|"000000145016"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "PANACEUM" S. C. Aldona Dauksza, Eugenia Gbur"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
